scheme_name,min_sip,min_lumpsum,expense_ratio,fund_size_cr,fund_age_yr,fund_manager,sortino,alpha,sd,beta,sharpe,risk_level,amc_name,rating,category,sub_category,returns_1yr,returns_3yr,returns_5yr,sub_category_encoded,fund_size_cr_log,expense_ratio_log,cluster,is_top_performer
Motilal Oswal Liquid Fund,500,500,0.21,484.0,4,Rakesh Shetty,-0.39,0.88,0.35,0.68,-0.08,2,Motilal Oswal Mutual Fund,1,Debt,Liquid Mutual Funds,5.2,3.8,8.9,23,6.184148890937483,0.19062035960864973,2,0
Motilal Oswal Long Term Equity Fund,500,500,0.8,2187.0,8,Aditya Khemani,3.01,1.02,15.9,0.88,1.36,6,Motilal Oswal Mutual Fund,3,Equity,ELSS Mutual Funds,8.5,25.0,10.0,11,7.690743163541872,0.5877866649021191,3,0
Motilal Oswal Midcap Fund,500,500,0.87,3769.0,9,Niket Shah,3.72,7.69,15.34,0.77,1.98,6,Motilal Oswal Mutual Fund,5,Equity,Mid Cap Mutual Funds,14.6,34.0,16.4,27,8.234830280442056,0.6259384308664953,3,1
Motilal Oswal Nasdaq 100 FOF – Direct Growth,500,500,0.1,3378.0,4,Swapnil Mayekar,1.18,1.855,22.3,0.86,0.77,6,Motilal Oswal Mutual Fund,0,Other,FoFs Overseas,-6.2,21.4,8.9,17,8.12533508671429,0.09531017980432487,1,0
Motilal Oswal Nifty 50 Index Fund,500,500,0.14,234.0,3,Swapnil Mayekar,3.48,-0.6,16.66,0.99,1.31,6,Motilal Oswal Mutual Fund,4,Other,Index Funds,0.1,26.0,8.9,20,5.459585514144159,0.13102826240640408,1,0
Motilal Oswal Nifty 500 Index Fund,500,500,0.4,372.0,4,Swapnil Mayekar,3.05,-0.81,16.62,0.99,1.34,6,Motilal Oswal Mutual Fund,3,Other,Index Funds,-1.2,26.7,8.9,20,5.921578419643816,0.33647223662121295,1,0
Motilal Oswal Nifty Bank Index Fund,500,500,0.21,332.0,4,Swapnil Mayekar,2.02,0.0,25.4,1.0,0.95,6,Motilal Oswal Mutual Fund,2,Other,Index Funds,10.8,25.0,8.9,20,5.808142489980444,0.19062035960864973,1,0
Motilal Oswal Nifty Midcap 150 Index Fund,500,500,0.22,644.0,4,Swapnil Mayekar,3.32,-1.33,18.42,1.03,1.58,6,Motilal Oswal Mutual Fund,3,Other,Index Funds,4.8,33.7,8.9,20,6.4692503167957724,0.1988508587451652,1,0
Motilal Oswal Nifty Next 50 Index Fund,500,500,0.33,118.0,3,Swapnil Mayekar,1.67,-4.16625,18.0,0.98,0.95,6,Motilal Oswal Mutual Fund,2,Other,Index Funds,-5.9,21.8,8.9,20,4.77912349311153,0.2851789422336624,1,0
Motilal Oswal Nifty Smallcap 250 Index Fund,500,500,0.31,312.0,4,Swapnil Mayekar,2.88,-1.24,21.03,0.99,1.52,6,Motilal Oswal Mutual Fund,2,Other,Index Funds,-4.8,37.1,8.9,20,5.746203190540153,0.27002713721306015,1,0
Motilal Oswal Ultra Short Term Fund,500,500,0.58,101.0,10,Rakesh Shetty,-0.2,1.32,0.39,1.01,-0.09,1,Motilal Oswal Mutual Fund,1,Debt,Ultra Short Duration Funds,4.7,3.9,1.8,36,4.624972813284271,0.4574248470388754,2,0
Navi 3 In 1 Fund,500,1000,0.34,15.0,10,Aditya Mulki,3.29,0.91,15.51,0.89,1.41,6,Navi Mutual Fund,2,Hybrid,Multi Asset Allocation Mutual Funds,0.2,32.6,12.4,29,2.772588722239781,0.29266961396282,1,1
Navi ELSS Tax Saver Fund,500,500,0.4,56.0,7,Aditya Mulki,2.87,1.855,12.3,0.86,1.29,6,Navi Mutual Fund,2,Equity,ELSS Mutual Funds,1.3,23.4,10.5,11,4.04305126783455,0.33647223662121295,1,0
Navi Equity Hybrid Fund,500,10,0.42,82.0,5,Aditya Mulki,2.72,1.73,11.25,0.77,1.41,6,Navi Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,3.2,19.7,8.9,0,4.418840607796598,0.3506568716131694,1,0
Navi Flexi Cap Fund,500,10,0.43,202.0,5,Aditya Mulki,3.29,0.91,15.51,0.89,1.41,6,Navi Mutual Fund,3,Equity,Flexi Cap Funds,2.1,25.9,8.9,14,5.313205979041787,0.35767444427181594,1,0
Navi Large & Midcap Fund,500,10,0.35,234.0,7,Aditya Mulki,3.12,5.26,15.37,0.85,1.61,6,Navi Mutual Fund,3,Equity,Large & Mid Cap Funds,1.6,28.7,12.7,21,5.459585514144159,0.3001045924503381,1,1
Navi Large Cap Equity Fund,500,1000,0.31,91.0,10,Aditya Mulki,3.12,5.26,15.37,0.85,1.61,6,Navi Mutual Fund,2,Equity,Large Cap Mutual Funds,0.2,32.6,12.4,22,4.5217885770490405,0.27002713721306015,1,1
Navi Regular Savings Fund,500,10,0.39,26.0,10,Surbhi Sharma,2.69,1.01,3.3,0.5,1.38,4,Navi Mutual Fund,3,Hybrid,Conservative Hybrid Mutual Funds,4.4,8.4,6.5,4,3.295836866004329,0.3293037471426004,2,0
Navi Ultra Short Term Fund,500,1000,0.73,11.0,10,Surbhi Sharma,2.45,1.07,0.36,0.59,0.79,2,Navi Mutual Fund,1,Debt,Ultra Short Duration Funds,1.7,32.4,13.3,36,2.4849066497880004,0.5481214085096876,1,1
Nippon India Arbitrage Fund,100,5000,0.21,9234.0,10,Anand Devendra Gupta,1.67,1.74,0.7,0.61,1.31,1,Nippon India Mutual Fund,4,Hybrid,Arbitrage Mutual Funds,5.6,4.9,5.7,1,9.13075589263334,0.19062035960864973,2,0
Nippon India Balanced Advantage Fund,100,100,0.65,6593.0,10,Amar Kalkundrikar,3.76,3.1,8.53,0.56,1.58,5,Nippon India Mutual Fund,3,Hybrid,Dynamic Asset Allocation or Balanced Advantage,5.3,17.1,10.1,9,8.793915423631676,0.5007752879124893,3,0
Nippon India Banking & PSU Debt Fund,100,5000,0.33,4008.0,8,Pranay Sinha,1.84,5.1,1.92,2.27,1.08,3,Nippon India Mutual Fund,4,Debt,Banking and PSU Mutual Funds,4.2,6.9,7.4,2,8.296297112642508,0.2851789422336624,2,0
Nippon India Banking&Financial Services-DirGrowth,100,5000,1.32,3826.0,10,Vinay Sharma,2.22,6.01,24.98,0.93,1.15,6,Nippon India Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,8.8,28.3,9.5,33,8.249836485425702,0.8415671856782186,0,0
Nippon India Consumption Fund,100,5000,1.76,312.0,10,Amar Kalkundrikar,4.22,8.463750000000001,14.85,0.76,1.76,6,Nippon India Mutual Fund,5,Equity,Sectoral / Thematic Mutual Funds,12.1,30.6,14.6,33,5.746203190540153,1.0152306797290584,0,1
Nippon India Corporate Bond Fund,100,5000,0.32,1701.0,10,Vivek Sharma,2.64,2.14,1.41,0.47,1.61,3,Nippon India Mutual Fund,5,Debt,Corporate Bond Mutual Funds,5.1,6.8,7.0,6,7.43955930913332,0.2776317365982795,4,0
Nippon India Credit Risk Fund,100,500,1.0,927.0,10,Sushil Budhia,3.84,6.08,3.87,0.9,1.26,5,Nippon India Mutual Fund,2,Debt,Credit Risk Funds,4.8,9.5,4.4,7,6.833031732786201,0.6931471805599453,4,0
Nippon India Dynamic Bond Fund,100,5000,0.28,3340.0,10,Pranay Sinha,0.46,0.97,4.28,2.0,0.36,3,Nippon India Mutual Fund,1,Debt,Dynamic Bond,3.6,5.6,6.7,10,8.114025442356757,0.2468600779315258,2,0
Nippon India Equity Hybrid Fund,100,500,1.31,2764.0,10,Meenakshi Dawar,3.57,4.96,12.52,0.83,1.62,5,Nippon India Mutual Fund,1,Hybrid,Aggressive Hybrid Mutual Funds,4.2,24.3,5.9,0,7.9247959139564355,0.8372475245337022,0,0
Nippon India Equity Savings Fund,100,5000,0.69,178.0,8,Sushil Budhia,3.22,2.71,6.41,0.89,1.41,2,Nippon India Mutual Fund,1,Hybrid,Equity Savings Mutual Funds,3.9,12.2,1.3,12,5.187385805840755,0.5247285289349821,4,0
Nippon India Floating Rate Fund,100,5000,0.27,7288.0,10,Anju Chhajer,2.66,4.77,1.72,1.84,1.34,3,Nippon India Mutual Fund,3,Debt,Floater Mutual Funds,4.5,6.9,7.1,15,8.894121641382213,0.23901690047049992,4,0
Nippon India Focused Equity Fund,100,5000,1.2,5929.0,10,Vinay Sharma,3.5,2.01,20.2,1.12,1.4,6,Nippon India Mutual Fund,3,Equity,Focused Funds,3.2,33.0,11.9,18,8.68777949199177,0.7884573603642702,3,0
Nippon India Gold Savings Fund,100,100,0.19,1447.0,10,Mehul Dama,1.03,-0.52,14.76,1.04,0.46,5,Nippon India Mutual Fund,2,Other,FoFs Domestic,14.2,11.7,13.1,16,7.277938572945661,0.17395330712343804,1,1
Nippon India Growth Fund,100,100,1.09,13409.0,10,Rupesh Patel,3.62,2.25,16.8,0.91,1.74,6,Nippon India Mutual Fund,4,Equity,Mid Cap Mutual Funds,5.6,32.4,14.5,27,9.503755976275723,0.7371640659767197,3,1
Nippon India GSF – Direct Growth,100,5000,0.63,1158.0,10,Pranay Sinha,0.57,0.57,2.98,0.69,0.45,2,Nippon India Mutual Fund,3,Debt,Gilt Mutual Funds,4.4,5.5,8.3,19,7.055312843339752,0.48858001481867097,2,0
Nippon India Hybrid Bond Fund,100,5000,1.26,716.0,10,Sushil Budhia,4.19,3.09,2.5,0.33,2.17,6,Nippon India Mutual Fund,1,Hybrid,Conservative Hybrid Mutual Funds,5.1,9.6,3.4,4,6.57507584059962,0.8153648132841945,4,0
Nippon India Income Fund,100,5000,0.58,238.0,10,Vivek Sharma,0.6,1.14,3.05,1.43,0.5,2,Nippon India Mutual Fund,3,Debt,Medium to Long Duration Funds,6.0,5.8,7.9,26,5.476463551931511,0.4574248470388754,2,0
Nippon India Index Fund,100,5000,0.15,374.0,10,Mehul Dama,3.23,-1.01,16.9,1.0,1.28,6,Nippon India Mutual Fund,4,Other,Index Funds,1.5,25.6,13.0,20,5.926926025970411,0.1397619423751587,1,1
Nippon India Index Fund,100,100,0.2,638.0,10,Mehul Dama,3.33,-1.48,16.64,0.99,1.26,6,Nippon India Mutual Fund,3,Other,Index Funds,0.9,26.0,11.9,20,6.459904454377535,0.18232155679395465,1,0
Nippon India Large Cap Fund,100,100,1.01,12524.0,10,Sailesh Raj Bhan,3.01,2.97,17.74,1.0,1.44,6,Nippon India Mutual Fund,3,Equity,Large Cap Mutual Funds,8.4,29.5,12.6,22,9.435481925953065,0.6981347220709844,3,1
Nippon India Liquid Fund,100,1000,0.2,25358.0,10,Anju Chhajer,4.53,1.5,0.39,0.83,1.01,2,Nippon India Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.4,5.4,23,10.140888975597038,0.18232155679395465,4,0
Nippon India Low Duration Fund,100,500,0.37,6232.0,10,Anju Chhajer,2.8,2.56,0.98,0.58,1.82,2,Nippon India Mutual Fund,4,Debt,Low Duration Funds,5.3,6.2,6.5,24,8.73761303680885,0.31481073984003355,4,0
Nippon India Money Market Fund,100,500,0.21,10718.0,10,Anju Chhajer,5.44,2.79,0.56,1.21,2.11,3,Nippon India Mutual Fund,5,Debt,Money Market Funds,5.7,5.3,6.3,28,9.27977314669152,0.19062035960864973,4,0
Nippon India Multi Cap Fund,100,100,1.12,14091.0,10,Sailesh Raj Bhan,3.33,6.54,19.22,0.99,1.55,6,Nippon India Mutual Fund,0,Equity,Multi Cap Funds,10.7,33.7,13.2,30,9.553362539461128,0.7514160886839212,3,1
Nippon India Nifty Next 50 Junior BeES FoF-Dir Growth,100,100,0.02,148.0,4,Mehul Dama,1.75,-4.16625,18.26,0.99,0.99,6,Nippon India Mutual Fund,2,Other,FoFs Domestic,-5.8,21.8,8.9,16,5.003946305945459,0.019802627296179712,1,0
Nippon India Overnight Fund,100,100,0.08,8861.0,4,Anju Chhajer,0.4,0.63,0.35,0.46,0.07,1,Nippon India Mutual Fund,4,Debt,Overnight Mutual Funds,5.4,3.9,8.9,31,9.089527751759436,0.07696104113612832,2,0
Nippon India Pharma Fund,100,5000,1.17,4267.0,10,Sailesh Raj Bhan,2.09,2.71,20.6,0.95,0.99,6,Nippon India Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-7.0,24.7,15.6,33,8.358900612421644,0.7747271675523681,3,1
Nippon India Power & Infra Fund,100,5000,1.58,1871.0,10,Sanjay Doshi,3.52,8.463750000000001,19.09,0.7,1.67,6,Nippon India Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,20.4,37.2,10.1,33,7.534762657037537,0.9477893989335261,0,0
Nippon India Quant Fund,100,5000,0.54,34.0,10,Ashutosh Bhargava,2.91,2.11,14.96,0.84,1.47,6,Nippon India Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,5.0,26.9,11.9,33,3.5553480614894135,0.43178241642553783,1,0
Nippon India Retirement Fund,500,500,0.85,172.0,8,Pranay Sinha,1.38,-0.72,4.79,0.61,0.76,4,Nippon India Mutual Fund,2,Solution Oriented,Retirement Funds,4.0,8.4,7.4,32,5.153291594497779,0.6151856390902334,2,0
Nippon India Retirement Fund,500,500,1.03,2233.0,8,Pranay Sinha,3.35,-0.56,16.26,0.95,1.34,6,Nippon India Mutual Fund,1,Solution Oriented,Retirement Funds,1.3,25.3,6.7,32,7.711548979629146,0.708035793053696,0,0
Nippon India Short Term Fund,100,100,0.34,5147.0,10,Sushil Budhia,2.42,4.95,1.6,1.94,1.47,3,Nippon India Mutual Fund,4,Debt,Short Duration Funds,4.3,6.7,7.2,34,8.546363568716018,0.29266961396282,4,0
Nippon India Small Cap Fund,100,5000,0.86,23910.0,10,Samir Rachh,4.2,8.463750000000001,19.31,0.89,2.06,6,Nippon India Mutual Fund,4,Equity,Small Cap Mutual Funds,8.7,47.6,16.8,35,10.082093883082601,0.6205764877251099,3,1
Nippon India Strategic Debt Fund,100,5000,1.4,151.0,9,Sushil Budhia,2.12,4.14,8.43,0.16,0.5,6,Nippon India Mutual Fund,2,Debt,Medium Duration Funds,2.7,8.3,0.4999999999999991,25,5.0238805208462765,0.8754687373538999,0,0
Nippon India Tax Saver (ELSS) Fund,500,500,1.18,11210.0,10,Rupesh Patel,2.75,0.53,17.25,0.98,1.37,6,Nippon India Mutual Fund,1,Equity,ELSS Mutual Funds,1.8,27.3,6.5,11,9.324650718153594,0.7793248768009976,0,0
Nippon India US Equity Opportunities Fund,100,100,1.22,534.0,8,Kinjal Desai,1.33,1.855,19.57,0.86,0.67,6,Nippon India Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,1.7,32.4,13.3,33,6.282266746896006,0.7975071958841881,0,1
Nippon India USD Fund,100,100,0.38,5114.0,10,Vivek Sharma,3.13,3.47,1.79,0.53,1.54,3,Nippon India Mutual Fund,5,Debt,Ultra Short Duration Funds,5.9,7.0,5.9,36,8.539932678385727,0.3220834991691133,4,0
Nippon India Value Fund,100,500,1.21,4641.0,10,Meenakshi Dawar,3.34,4.25,16.97,0.97,1.54,6,Nippon India Mutual Fund,3,Equity,Value Funds,0.0,30.3,12.2,37,8.442900586834382,0.7929925155296614,3,1
Nippon India Vision Fund,100,5000,1.55,3024.0,10,Amar Kalkundrikar,3.41,2.62,15.86,0.91,1.48,6,Nippon India Mutual Fund,1,Equity,Large & Mid Cap Funds,2.1,27.4,9.3,21,8.014666370464942,0.9360933591703349,0,0
Parag Parikh Flexi Cap Fund,1000,1000,0.75,29953.0,10,Rajeev Thakkar,3.06,8.463750000000001,14.53,0.7,1.86,6,PPFAS Mutual Fund,5,Equity,Flexi Cap Funds,2.3,33.6,17.6,14,10.30741815055234,0.5596157879354227,3,1
Parag Parikh Liquid Fund,1000,5000,0.17,1456.0,5,Raj Mehta,0.59,0.87,0.34,0.62,0.13,2,PPFAS Mutual Fund,1,Debt,Liquid Mutual Funds,5.3,4.0,8.9,23,7.284134806195205,0.15700374880966478,2,0
Parag Parikh Tax Saver Fund,1000,500,0.8,1147.0,4,Rajeev Thakkar,4.17,8.463750000000001,12.88,0.62,2.11,6,PPFAS Mutual Fund,5,Equity,ELSS Mutual Funds,8.0,33.0,8.9,11,7.045776576879511,0.5877866649021191,0,0
PGIM India Arbitrage Fund,1000,5000,0.33,168.0,9,Utkarsh Katkoria,0.85,1.06,0.7,0.41,0.73,1,PGIM India Mutual Fund,2,Hybrid,Arbitrage Mutual Funds,5.3,4.5,5.2,1,5.1298987149230735,0.2851789422336624,2,0
PGIM India Banking&PSU Debt Fund,1000,5000,0.25,53.0,10,Puneet Pal,2.06,3.87,1.73,1.62,0.99,2,PGIM India Mutual Fund,3,Debt,Banking and PSU Mutual Funds,4.1,6.4,7.1,2,3.9889840465642745,0.22314355131420976,2,0
PGIM India Corporate Bond Fund,1000,5000,0.29,49.0,10,Puneet Pal,2.99,1.95,1.74,0.58,1.21,2,PGIM India Mutual Fund,4,Debt,Corporate Bond Mutual Funds,4.3,6.8,6.9,6,3.912023005428146,0.2546422183735807,2,0
PGIM India Dynamic Bond Fund,1000,5000,0.36,135.0,10,Puneet Pal,0.89,1.08,1.93,0.85,0.68,2,PGIM India Mutual Fund,3,Debt,Dynamic Bond,4.6,5.7,7.4,10,4.912654885736052,0.3074846997479606,2,0
PGIM India Elss Tax Saver Fund,500,500,1.0,451.0,7,Srinivas Rao Ravuri,3.32,4.67,16.01,0.92,1.64,6,PGIM India Mutual Fund,4,Equity,ELSS Mutual Funds,2.9,31.8,13.7,11,6.113682179832232,0.6931471805599453,3,1
PGIM India Equity Savings Fund,1000,5000,0.42,143.0,10,Anandha Padmanabhan Anjen,4.61,4.09,4.51,0.6,1.86,2,PGIM India Mutual Fund,3,Hybrid,Equity Savings Mutual Funds,4.3,12.6,8.0,12,4.969813299576001,0.3506568716131694,4,0
PGIM India Flexi Cap Fund,1000,100,0.4,5199.0,8,Aniruddha Naha,3.13,5.27,17.81,0.99,1.6,6,PGIM India Mutual Fund,5,Equity,Flexi Cap Funds,-2.3,34.0,15.7,14,8.556413904569519,0.33647223662121295,3,1
PGIM India GEO Fund,1000,5000,1.44,1336.0,10,Rahul Jagwani,1.01,1.855,25.79,0.86,0.55,6,PGIM India Mutual Fund,0,Other,FoFs Overseas,-7.9,18.9,14.1,17,7.198183577101943,0.8919980393051105,3,1
PGIM India Gilt Fund,1000,5000,0.39,135.0,10,Puneet Pal,0.74,0.65,2.16,0.47,0.54,3,PGIM India Mutual Fund,3,Debt,Gilt Mutual Funds,4.2,5.3,7.0,19,4.912654885736052,0.3293037471426004,2,0
PGIM India Hybrid Equity Fund,1000,5000,0.68,217.0,10,Vivek Sharma,2.6,2.02,12.12,0.78,1.35,6,PGIM India Mutual Fund,2,Hybrid,Aggressive Hybrid Mutual Funds,4.0,20.6,9.0,0,5.384495062789089,0.5187937934151675,1,0
PGIM India Large Cap Fund,1000,5000,0.98,427.0,10,Srinivas Rao Ravuri,2.87,-0.62,15.14,0.89,1.28,6,PGIM India Mutual Fund,2,Equity,Large Cap Mutual Funds,4.7,24.1,10.9,22,6.059123195581797,0.6830968447064438,0,0
PGIM India Liquid Fund,1000,100,0.17,809.0,10,Puneet Pal,4.88,1.42,0.38,0.76,1.07,2,PGIM India Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.4,5.4,23,6.697034247666484,0.15700374880966478,4,0
PGIM India Low Duration Fund,1000,5000,0.35,97.0,10,Puneet Pal,0.05,0.46,1.43,0.27,0.07,2,PGIM India Mutual Fund,1,Debt,Low Duration Funds,5.5,4.3,2.0,24,4.584967478670572,0.3001045924503381,2,0
PGIM India Midcap Opportunities Fund,1000,5000,0.46,7707.0,9,Aniruddha Naha,4.61,6.9,18.52,0.97,1.92,6,PGIM India Mutual Fund,5,Equity,Mid Cap Mutual Funds,2.0,42.9,18.1,27,8.950014029534257,0.3784364357202451,3,1
PGIM India Money Market Fund,1000,5000,0.15,235.0,3,Puneet Pal,5.23,2.48,0.5,1.14,1.92,2,PGIM India Mutual Fund,4,Debt,Money Market Funds,5.7,5.1,8.9,28,5.4638318050256105,0.1397619423751587,4,0
PGIM India Overnight Fund,1000,100,0.12,75.0,4,Puneet Pal,0.95,0.67,0.33,0.46,0.16,1,PGIM India Mutual Fund,4,Debt,Overnight Mutual Funds,5.4,3.9,8.9,31,4.330733340286331,0.11332868530700317,2,0
PGIM India Short Duration Fund,1000,5000,0.5,29.0,10,Puneet Pal,2.05,3.73,1.49,1.62,1.04,2,PGIM India Mutual Fund,3,Debt,Short Duration Funds,4.5,6.3,4.6,34,3.4011973816621555,0.4054651081081644,2,0
PGIM India Ultra Short Duration Fund,1000,25000,0.25,405.0,10,Puneet Pal,4.43,2.45,0.53,1.08,1.9,2,PGIM India Mutual Fund,3,Debt,Ultra Short Duration Funds,5.5,5.2,7.3,36,6.0063531596017325,0.22314355131420976,4,0
Quant Absolute Fund,1000,5000,0.56,1013.0,10,Sanjeev Sharma,3.75,8.463750000000001,14.41,0.73,2.12,6,Quant Mutual Fund,5,Hybrid,Aggressive Hybrid Mutual Funds,7.3,38.2,18.1,0,6.921658184151129,0.44468582126144574,3,1
Quant Active Fund,1000,5000,0.58,3531.0,10,Sanjeev Sharma,3.33,8.463750000000001,19.65,0.97,1.87,6,Quant Mutual Fund,0,Equity,Multi Cap Funds,1.0,45.5,18.1,30,8.16961956172385,0.4574248470388754,3,1
Quant Flexi Cap Fund,1000,5000,0.58,1044.0,10,Vasav Sahgal,3.65,8.463750000000001,19.16,0.91,1.94,6,Quant Mutual Fund,5,Equity,Flexi Cap Funds,6.8,47.7,18.1,14,6.951772164398911,0.4574248470388754,3,1
Quant Focused Fund,1000,5000,0.57,219.0,10,Sanjeev Sharma,3.14,8.463750000000001,17.34,0.85,1.61,6,Quant Mutual Fund,5,Equity,Focused Funds,5.2,33.7,13.1,18,5.393627546352362,0.4510756193602166,1,1
Quant Infrastructure Fund,1000,5000,0.64,822.0,10,Vasav Sahgal,3.44,8.463750000000001,19.24,0.53,2.3,6,Quant Mutual Fund,5,Equity,Sectoral / Thematic Mutual Funds,5.6,61.5,18.1,33,6.71295620067707,0.49469624183610705,3,1
Quant Large and Mid Cap Fund,1000,5000,0.56,652.0,10,Sanjeev Sharma,3.12,6.57,17.72,0.88,1.51,6,Quant Mutual Fund,5,Equity,Large & Mid Cap Funds,6.9,33.0,14.2,21,6.481577129276431,0.44468582126144574,3,1
Quant Liquid Plan – Direct Growth,1000,5000,0.29,1561.0,10,Sanjeev Sharma,8.6,1.58,0.27,0.47,3.52,2,Quant Mutual Fund,5,Debt,Liquid Mutual Funds,5.6,4.9,5.9,23,7.3537223303996315,0.2546422183735807,4,0
Quant Mid Cap Fund,1000,5000,0.63,1550.0,10,Sanjeev Sharma,3.58,8.463750000000001,18.73,0.86,1.95,6,Quant Mutual Fund,5,Equity,Mid Cap Mutual Funds,8.8,45.1,18.1,27,7.346655163176539,0.48858001481867097,3,1
Quant Multi Asset Fund,1000,5000,0.56,634.0,10,Vasav Sahgal,3.23,8.463750000000001,18.63,0.75,1.79,6,Quant Mutual Fund,5,Hybrid,Multi Asset Allocation Mutual Funds,10.6,42.6,18.1,29,6.453624998892692,0.44468582126144574,3,1
Quant Small Cap Fund,1000,5000,0.64,3301.0,10,Sanjeev Sharma,3.71,8.463750000000001,24.75,0.99,2.11,6,Quant Mutual Fund,5,Equity,Small Cap Mutual Funds,5.4,71.4,18.1,35,8.102283624480073,0.49469624183610705,3,1
Quant Tax Plan- Direct Growth,500,500,0.57,2779.0,10,Vasav Sahgal,3.5,8.463750000000001,19.74,0.96,2.03,6,Quant Mutual Fund,5,Equity,ELSS Mutual Funds,0.9,54.9,18.1,11,7.930206206684683,0.4510756193602166,3,1
Quantum Dynamic Bond Fund,500,500,0.61,85.0,8,Pankaj Pathak,1.05,0.93,1.77,0.83,0.66,3,Quantum Mutual Fund,3,Debt,Dynamic Bond,5.4,5.9,6.9,10,4.454347296253507,0.4762341789963716,2,0
Quantum Equity Fund,500,500,0.51,88.0,14,Chirag Mehta,3.01,-0.78,14.75,0.86,1.32,6,Quantum Mutual Fund,2,Other,FoFs Domestic,-0.5,22.9,9.1,16,4.48863636973214,0.412109650826833,1,0
Quantum Gold Savings Fund,500,500,0.06,83.0,12,Chirag Mehta,0.98,-0.98,13.78,0.99,0.44,5,Quantum Mutual Fund,1,Other,FoFs Domestic,14.3,11.7,13.0,16,4.430816798843313,0.05826890812397577,1,1
Quantum Liquid Fund,500,5000,0.15,628.0,17,Pankaj Pathak,0.92,0.94,0.36,0.65,0.19,1,Quantum Mutual Fund,2,Debt,Liquid Mutual Funds,5.4,4.0,4.9,23,6.444131256700441,0.1397619423751587,2,0
Quantum Long Term Equity Value Fund,500,500,1.29,837.0,17,George Thomas,3.0,2.04,15.72,0.9,1.42,6,Quantum Mutual Fund,2,Equity,Value Funds,2.4,26.5,8.8,37,6.731018100482083,0.8285518175661483,0,0
Quantum Multi Asset Fund,500,500,0.1,49.0,11,Chirag Mehta,3.12,0.61,6.73,0.42,1.24,4,Quantum Mutual Fund,3,Other,FoFs Domestic,5.5,12.4,8.1,16,3.912023005428146,0.09531017980432487,1,0
Quantum Tax Saving Fund,500,500,1.29,115.0,14,Christy Mathai,3.04,1.68,15.47,0.88,1.44,6,Quantum Mutual Fund,3,Equity,ELSS Mutual Funds,2.9,26.6,8.9,11,4.7535901911063645,0.8285518175661483,0,0
SBI Arbitrage Opportunities Fund,500,5000,0.36,8800.0,10,Neeraj Kumar,0.93,1.18,0.76,0.45,0.77,1,SBI Mutual Fund,2,Hybrid,Arbitrage Mutual Funds,5.8,4.5,5.4,1,9.082620630373812,0.3074846997479606,2,0
SBI Banking & Financial Services Fund,500,5000,0.78,3747.0,8,Milind Agrawal,1.98,0.4,22.28,0.85,0.95,6,SBI Mutual Fund,5,Equity,Sectoral / Thematic Mutual Funds,5.5,22.4,12.5,33,8.228977643358313,0.5766133643039938,3,1
SBI Banking and PSU Fund,500,5000,0.35,4982.0,10,Rajeev Radhakrishnan,1.17,4.72,2.06,2.4,0.73,3,SBI Mutual Fund,2,Debt,Banking and PSU Mutual Funds,3.8,6.2,7.0,2,8.513787398281405,0.3001045924503381,2,0
SBI BlueChip Fund,500,5000,0.9,33987.0,10,Sohini Andani,3.98,1.08,16.39,0.96,1.39,6,SBI Mutual Fund,3,Equity,Large Cap Mutual Funds,4.2,27.0,11.4,22,10.433762800123432,0.6418538861723948,3,0
SBI Conservative Hybrid Fund,500,5000,0.57,7250.0,10,Saurabh Pant,4.24,5.19,4.11,0.56,2.23,5,SBI Mutual Fund,4,Hybrid,Conservative Hybrid Mutual Funds,6.2,13.8,8.8,4,8.888894669371593,0.4510756193602166,4,0
SBI Consumption Opportunities Fund,500,5000,1.18,1185.0,10,Saurabh Pant,3.65,8.463750000000001,15.53,0.76,1.77,6,SBI Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,11.1,31.0,12.7,33,7.078341579557671,0.7793248768009976,3,1
SBI Contra Fund,500,5000,0.91,8340.0,10,Dinesh Balachandran,4.43,8.463750000000001,16.56,0.89,2.13,6,SBI Mutual Fund,5,Equity,Contra Funds,15.0,43.4,15.6,5,9.028938392241612,0.6471032420585384,3,1
SBI Corporate Bond Fund,500,5000,0.34,16551.0,4,Rajeev Radhakrishnan,1.54,1.51,1.88,0.75,0.92,2,SBI Mutual Fund,3,Debt,Corporate Bond Mutual Funds,4.1,6.4,8.9,6,9.714262219425379,0.29266961396282,2,0
SBI Credit Risk Fund,500,10000,0.92,2782.0,10,Lokesh Mallya,2.05,2.96,1.82,0.17,1.5,5,SBI Mutual Fund,3,Debt,Credit Risk Funds,5.2,7.2,7.0,7,7.931284761525891,0.6523251860396903,2,0
